Label,Outer left eyebrow-x,Outer left eyebrow-y,Middle left eyebrow-x,Middle left eyebrow-y,Inner left eyebrow-x,Inner left eyebrow-y,Inner right eyebrow-x,Inner right eyebrow-y,Middle right eyebrow-x,Middle right eyebrow-y,Outer right eyebrow-x,Outer right eyebrow-y,Left temple-x,Left temple-y,Outer left eye corner-x,Outer left eye corner-y,Inner left eye corner-x,Inner left eye corner-y,Inner right eye corner-x,Inner right eye corner-y,Outer right eye corner-x,Outer right eye corner-y,Right temple-x,Right temple-y,Nose saddle left-x,Nose saddle left-y,Nose saddle right-x,Nose saddle right-y,Left nose peak-x,Left nose peak-y,Nose tip-x,Nose tip-y,Right nose peak-x,Right nose peak-y,Left mouth corner-x,Left mouth corner-y,Upper lip outer middle-x,Upper lip outer middle-y,Right mouth corner-x,Right mouth corner-y,Upper lip inner middle-x,Upper lip inner middle-y,Lower lip inner middle-x,Lower lip inner middle-y,Lower lip outer middle-x,Lower lip outer middle-y,Chin middle-x,Chin middle-y,Left ear lobe-x,Left ear lobe-y,Right ear lobe-x,Right ear lobe-y
ANGER,141.543,439.068,287.442,424.104,429.601,439.068,676.507,439.068,856.076,401.658,1001.97,412.881,-1,-1,182.694,562.522,440.824,555.04,695.212,536.335,942.119,536.335,-1,-1,534.349,618.637,631.615,614.896,459.529,902.953,597.946,820.651,725.14,880.507,369.745,1116.19,597.946,1067.56,833.629,1097.49,605.428,1097.49,609.169,1119.93,605.428,1176.05,609.169,1452.88,-1,-1,-1,-1
DISGUST,106.745,467.047,228.558,420.471,386.198,449.133,654.903,416.888,834.04,377.478,984.514,409.723,-1,-1,167.651,592.442,418.442,567.363,665.651,542.284,894.946,513.622,-1,-1,493.68,639.018,579.665,624.687,422.025,868.313,561.752,861.147,705.061,853.982,364.701,1151.35,561.752,1054.62,823.291,1119.1,561.752,1101.19,572.5,1140.6,583.248,1197.92,597.579,1405.72,-1,-1,-1,-1
HAPPY,113.629,496.399,227.543,417.838,412.162,457.119,659.629,453.191,840.32,402.126,981.73,464.975,-1,-1,156.838,602.457,400.378,586.745,659.629,571.032,907.097,563.176,-1,-1,471.083,649.594,577.14,649.594,376.809,865.637,545.716,853.853,694.982,865.637,258.968,1073.82,530.004,1038.47,812.824,1046.33,533.932,1077.75,541.788,1207.38,541.788,1270.23,553.572,1513.77,-1,-1,-1,-1
SADNESS,115.579,441.104,257.191,407.565,413.709,418.745,704.385,426.198,860.903,400.112,991.335,437.378,-1,-1,201.291,582.716,436.068,582.716,685.752,571.536,946.615,571.536,-1,-1,506.874,638.615,629.853,631.162,439.795,888.299,577.68,824.946,715.565,895.752,354.083,1152.89,570.227,1067.18,797.55,1137.98,570.227,1104.44,573.953,1126.8,581.406,1193.88,562.773,1447.29,-1,-1,-1,-1
ANGER,127.68,376.313,261.234,338.155,429.766,389.032,661.896,382.673,855.867,354.054,970.342,369.953,-1,-1,188.097,458.989,432.946,478.068,680.975,487.608,938.543,468.529,-1,-1,515.622,544.845,598.299,548.025,404.327,748.356,531.522,773.795,680.975,780.155,359.809,983.665,531.522,948.687,741.392,1002.74,531.522,977.306,531.522,993.205,525.162,1040.9,518.802,1260.31,-1,-1,-1,-1
HAPPY,133.248,387.601,264.212,317.327,478.227,362.047,698.629,371.629,912.644,336.493,995.694,387.601,-1,-1,197.133,454.68,452.673,486.622,701.824,486.622,957.363,457.874,-1,-1,538.917,544.119,625.162,544.119,414.342,742.162,583.637,780.493,727.378,754.939,312.126,895.486,558.083,905.068,813.622,898.68,561.277,921.04,561.277,1000.9,561.277,1048.81,545.306,1262.82,-1,-1,-1,-1
DISGUST,117.083,429.126,232.076,371.629,414.147,413.155,640.939,371.629,810.234,307.745,957.169,323.716,-1,-1,161.802,508.982,433.313,502.594,676.076,470.651,931.615,422.737,-1,-1,503.586,553.701,599.414,544.119,430.119,745.356,573.86,783.687,711.212,742.162,401.371,991.313,593.025,930.622,797.457,975.342,596.219,956.176,593.025,975.342,596.219,1042.42,612.191,1272.41,-1,-1,-1,-1
SURPRISE,96.1187,338.291,204.953,225.946,415.601,282.119,633.27,289.14,836.896,229.457,977.327,306.694,-1,-1,162.824,447.126,419.112,485.745,657.845,482.234,914.133,450.637,-1,-1,496.349,531.385,587.629,541.917,394.536,752.565,520.924,766.608,664.867,773.629,376.982,1065.03,520.924,956.191,703.486,1072.05,524.435,984.277,541.989,1198.44,545.5,1265.14,549.011,1444.19,-1,-1,-1,-1
SADNESS,101.112,381.061,239.025,344.284,438.234,374.932,643.572,365.737,830.522,332.025,956.176,350.414,-1,-1,180.795,463.809,416.781,488.327,671.155,476.068,925.529,436.227,-1,-1,508.723,543.493,591.471,543.493,407.586,745.766,551.629,785.608,692.608,767.219,358.55,960.299,554.694,923.522,781.486,957.234,563.888,944.975,554.694,957.234,560.824,981.752,563.888,1199.35,-1,-1,-1,-1
FEAR,132.385,356.802,265.335,303.622,464.759,303.622,627.622,283.68,800.457,300.299,959.996,330.212,-1,-1,182.241,449.867,418.227,456.514,674.155,453.191,920.112,429.924,-1,-1,504.644,499.723,601.032,503.047,408.255,722.414,541.205,719.09,687.45,732.385,381.665,991.637,537.881,901.896,730.658,1004.93,541.205,931.809,544.529,1034.85,557.824,1081.38,544.529,1314.04,-1,-1,-1,-1
SADNESS,54.6633,421.651,225.755,336.105,430.321,380.737,605.133,380.737,813.418,347.263,995.668,391.895,-1,-1,147.648,514.635,400.566,484.88,675.801,477.441,943.597,477.441,-1,-1,467.515,496.038,608.852,488.599,378.25,786.151,534.464,774.992,694.398,793.589,333.617,1087.42,527.026,1020.47,750.189,1076.26,530.745,1061.39,504.709,1120.9,500.99,1176.69,530.745,1422.17,-1,-1,-1,-1
DISGUST,53.8214,391.895,236.071,388.176,433.199,410.492,589.413,406.773,771.663,354.702,961.352,358.421,-1,-1,135.648,477.441,407.163,477.441,648.923,462.564,905.561,443.967,-1,-1,462.954,473.722,585.694,466.283,377.408,778.712,522.464,774.992,671.24,771.273,332.776,1042.79,518.745,994.436,704.714,1027.91,522.464,1024.19,518.745,1046.51,526.184,1098.58,503.867,1366.38,-1,-1,-1,-1
HAPPY,84.6173,372.242,256.352,243.441,482.73,372.242,681.786,372.242,880.842,251.247,1052.58,372.242,-1,-1,170.485,485.431,443.699,497.14,728.622,501.043,1001.84,489.334,-1,-1,517.857,481.528,670.077,465.916,420.281,782.064,588.112,789.87,759.847,774.258,295.383,981.12,592.015,981.12,865.23,985.023,592.015,1016.25,584.209,1160.66,588.112,1219.21,580.306,1484.61,-1,-1,-1,-1
ANGER,33.5714,347.393,237.571,347.393,423.357,405.679,590.929,394.75,769.429,340.107,973.429,329.179,-1,-1,135.571,471.25,405.143,478.536,660.143,463.964,937.0,420.25,-1,-1,459.786,482.179,587.286,474.893,383.286,810.036,529.0,788.179,685.643,784.536,332.286,1054.11,514.429,1032.25,692.929,1057.75,510.786,1046.82,510.786,1065.04,507.143,1123.32,499.857,1378.32,-1,-1,-1,-1
FEAR,83.0714,370.735,243.051,235.367,468.663,350.224,636.847,342.02,837.847,276.388,993.724,333.816,-1,-1,173.316,477.388,439.949,473.286,698.378,465.082,932.194,452.776,-1,-1,501.48,448.673,624.541,432.265,398.929,735.816,571.214,707.102,718.888,739.918,337.398,1100.9,554.806,953.224,788.622,1117.31,554.806,990.143,550.704,1215.76,554.806,1260.88,558.908,1502.9,-1,-1,-1,-1
SURPRISE,69.0969,329.171,240.602,218.645,438.786,340.605,629.347,336.793,800.852,222.457,991.413,275.814,-1,-1,152.944,470.186,415.918,458.753,682.704,454.941,926.622,424.452,-1,-1,480.709,447.319,621.724,443.508,400.673,771.273,545.5,733.161,686.515,771.273,354.939,1068.55,541.689,1007.57,713.194,1064.74,537.878,1041.87,534.066,1095.23,534.066,1156.21,515.01,1422.99,-1,-1,-1,-1
SADNESS,145.569,386.349,294.291,336.694,482.11,320.428,704.158,337.776,909.083,380.608,1006.0,469.617,-1,-1,218.428,469.617,443.946,466.147,700.688,483.495,912.328,500.842,-1,-1,529.543,493.529,623.644,499.802,419.759,725.644,560.91,688.004,702.061,757.011,325.983,958.816,556.205,932.526,756.953,967.029,557.773,956.051,557.773,963.893,557.773,990.555,535.817,1240.06,-1,-1,-1,-1
FEAR,113.954,377.285,232.183,289.248,454.139,287.763,643.927,269.858,840.817,302.198,966.208,370.123,-1,-1,203.476,441.741,425.492,434.58,683.317,430.999,894.59,452.484,-1,-1,511.434,463.227,615.28,459.646,418.33,742.537,542.975,690.687,694.06,731.794,364.617,953.81,557.985,903.678,722.707,950.229,561.566,928.744,554.405,1007.52,554.405,1050.49,543.662,1254.61,-1,-1,-1,-1
DISGUST,123.28,377.667,258.601,322.486,443.938,346.298,698.373,363.725,891.968,335.09,1008.57,395.094,-1,-1,210.415,443.89,444.514,454.831,701.858,440.405,928.41,457.832,-1,-1,523.291,508.399,639.881,514.701,425.608,725.824,561.104,732.126,718.658,735.277,384.644,949.55,570.558,906.955,742.291,958.947,562.68,930.588,562.68,944.768,565.831,998.336,561.104,1248.9,-1,-1,-1,-1
SURPRISE,84.6618,389.58,197.759,299.673,393.097,306.121,661.617,291.606,870.277,273.428,977.309,367.808,-1,-1,189.893,494.81,407.611,487.553,657.988,473.038,886.593,458.524,-1,-1,498.328,502.068,594.709,506.349,407.716,752.392,548.781,716.306,706.248,732.709,389.468,1031.85,565.183,948.635,743.975,1006.05,567.272,973.792,567.272,1046.36,567.272,1100.79,581.586,1323.21,-1,-1,-1,-1
ANGER,97.7446,369.752,245.845,347.694,444.363,360.299,642.881,360.299,806.737,360.299,964.291,404.414,-1,-1,195.988,422.977,416.004,442.227,680.694,442.227,910.723,454.831,-1,-1,504.234,486.342,601.917,492.644,393.946,732.126,532.594,716.371,683.845,751.032,362.435,958.047,534.169,942.292,696.45,973.803,534.957,963.168,534.073,970.187,534.169,992.315,523.617,1266.45,-1,-1,-1,-1
HAPPY,81.821,448.903,192.829,362.962,364.712,370.123,645.147,353.996,836.155,328.097,968.888,389.608,-1,-1,167.763,502.617,408.817,486.73,658.346,463.227,894.686,459.646,-1,-1,479.301,502.617,573.924,512.629,386.198,764.023,505.939,745.723,683.412,746.118,318.16,928.744,540.176,910.84,805.163,907.259,543.757,932.325,543.757,989.619,544.788,1046.8,554.5,1286.83,-1,-1,-1,-1
SURPRISE,66.1547,573.126,180.486,439.083,409.147,494.277,633.867,490.335,838.874,399.658,988.687,498.219,-1,-1,180.486,659.86,405.205,648.032,661.464,636.205,913.781,628.32,-1,-1,472.227,667.745,574.73,651.975,385.493,912.176,515.594,864.867,681.176,908.234,357.896,1219.69,519.536,1113.24,752.14,1199.97,519.536,1140.84,555.018,1278.82,558.96,1361.62,574.73,1609.99,-1,-1,-1,-1
SADNESS,84.4072,635.524,203.023,533.269,427.983,516.908,648.853,512.818,828.821,467.826,996.519,520.999,-1,-1,174.391,668.245,423.893,660.065,681.574,627.344,926.985,606.893,-1,-1,489.336,676.426,612.041,664.155,432.073,942.288,571.139,905.476,734.747,905.476,393.216,1201.76,587.5,1111.78,826.776,1177.22,587.5,1148.59,589.545,1158.81,599.771,1230.39,601.816,1528.21,-1,-1,-1,-1
ANGER,90.5791,630.795,242.09,545.327,436.335,564.752,618.924,572.522,817.054,537.558,976.335,588.061,-1,-1,176.047,657.989,405.255,677.414,673.313,677.414,921.946,665.759,-1,-1,490.723,712.378,580.076,712.378,393.601,984.32,533.457,937.701,688.853,995.975,343.097,1229.07,533.457,1190.22,770.435,1225.18,533.457,1213.53,529.572,1229.07,529.572,1283.46,537.342,1528.21,-1,-1,-1,-1
DISGUST,101.198,658.313,267.385,579.176,477.097,610.831,674.939,614.788,896.522,555.435,1027.1,610.831,-1,-1,196.162,693.924,453.356,705.795,710.55,705.795,971.701,674.14,-1,-1,524.579,745.363,639.327,745.363,445.442,1014.43,583.932,990.687,750.119,1018.38,366.306,1291.41,579.975,1220.18,841.126,1283.49,583.932,1251.84,599.759,1327.02,599.759,1394.28,595.802,1619.82,-1,-1,-1,-1
HAPPY,99.9317,617.917,232.881,517.198,430.291,533.313,684.104,545.399,869.428,488.996,1014.46,589.716,-1,-1,184.536,686.406,438.349,678.349,688.133,670.291,941.946,658.205,-1,-1,510.867,710.579,627.701,710.579,414.176,940.219,567.27,920.076,740.507,944.248,345.687,1177.92,563.241,1133.6,833.169,1173.89,567.27,1161.8,579.356,1246.41,579.356,1314.9,591.442,1580.79,-1,-1,-1,-1
FEAR,66.4928,602.457,164.694,488.543,353.241,516.04,581.068,472.831,765.687,409.982,903.169,480.687,-1,-1,152.91,653.522,376.809,637.809,604.637,606.385,848.176,571.032,-1,-1,431.802,673.162,537.86,665.306,368.953,912.773,486.795,853.853,647.845,893.133,376.809,1203.45,514.291,1081.68,718.55,1168.1,514.291,1124.89,533.932,1282.01,545.716,1352.72,569.284,1568.76,-1,-1,-1,-1
HAPPY,95.0108,462.881,228.335,365.327,436.45,388.09,651.068,391.342,849.428,345.817,982.752,410.853,-1,-1,192.565,475.888,413.687,475.888,673.831,475.888,891.701,456.378,-1,-1,517.745,557.183,608.795,553.932,410.435,775.054,556.766,758.795,703.097,768.55,306.378,950.651,547.011,937.644,810.406,937.644,550.263,963.658,556.766,1041.7,563.27,1100.23,573.025,1318.1,-1,-1,-1,-1
DISGUST,151.558,401.752,285.112,357.234,472.723,389.032,704.853,389.032,870.205,341.335,987.86,382.673,-1,-1,221.514,439.91,437.745,452.629,708.032,439.91,911.543,427.191,-1,-1,539.5,525.766,638.076,525.766,472.723,757.896,615.817,770.615,723.932,735.637,386.867,970.946,580.838,923.248,790.709,961.406,587.198,951.867,596.737,1034.54,593.558,1098.14,596.737,1269.85,-1,-1,-1,-1
ANGER,170.09,382.932,336.939,350.845,516.622,373.306,725.183,389.349,875.989,350.845,1004.33,392.558,-1,-1,259.932,431.061,458.867,447.104,741.227,459.939,949.788,456.73,-1,-1,587.212,540.155,683.471,546.572,497.371,784.011,651.385,758.342,741.227,806.471,375.442,982.946,612.881,970.112,831.068,995.781,612.881,998.989,609.673,1011.82,609.673,1050.33,596.838,1297.39,-1,-1,-1,-1
SADNESS,157.248,386.371,328.831,328.097,519.838,305.435,714.083,298.96,875.953,341.047,1002.21,415.507,-1,-1,231.709,441.406,468.04,444.644,720.558,447.881,934.227,460.831,-1,-1,571.637,509.392,665.522,509.392,477.752,758.673,629.91,729.536,743.219,774.86,383.867,965.867,597.536,930.255,814.442,978.817,597.536,962.629,597.536,978.817,604.011,1024.14,581.349,1292.85,-1,-1,-1,-1
SURPRISE,158.723,351.464,318.234,247.435,529.759,292.514,734.349,292.514,918.133,264.773,1039.5,365.335,-1,-1,252.349,445.09,481.212,462.428,741.284,469.363,966.68,472.831,-1,-1,602.579,517.91,692.737,521.378,512.421,771.047,661.529,746.773,765.558,805.723,425.73,1034.59,619.917,965.234,803.701,1062.33,616.45,1006.85,619.917,1135.15,619.917,1187.16,585.241,1409.09,-1,-1,-1,-1
FEAR,138.45,411.86,304.809,341.068,503.025,348.147,680.004,351.687,860.522,337.529,991.486,394.162,-1,-1,216.32,447.255,446.392,468.493,704.781,464.953,938.392,447.255,-1,-1,552.579,521.586,648.147,525.126,464.09,765.817,609.212,723.342,736.637,776.435,379.14,1006.51,584.435,942.795,803.888,1020.67,587.975,981.73,584.435,1084.38,587.975,1126.85,573.817,1388.78,-1,-1,-1,-1
SADNESS,134.656,414.123,275.071,339.942,468.474,353.188,698.968,371.734,871.175,392.929,1006.29,440.617,12.7857,528.045,203.539,533.344,434.032,538.643,712.214,554.539,950.656,554.539,1120.21,551.89,506.892,467.293,626.108,467.293,449.929,832.721,587.233,757.558,712.214,832.721,367.799,1079.11,585.045,1002.28,778.448,1097.66,582.396,1052.62,582.396,1063.21,582.396,1121.5,585.045,1404.98,-1,-1,-1,-1
DISGUST,102.318,489.045,241.409,434.5,396.864,437.227,620.5,431.773,792.318,415.409,947.773,456.318,9.59091,595.409,148.682,592.682,375.045,579.045,653.227,573.591,887.773,559.955,1097.77,546.318,435.11,505.063,560.5,497.059,399.591,857.227,488.467,785.19,653.227,849.045,328.682,1129.95,530.5,1031.77,751.409,1116.32,533.227,1083.59,533.227,1154.5,533.227,1217.23,544.136,1443.59,-1,-1,-1,-1
ANGER,102.04,478.899,243.279,430.008,433.409,459.886,623.539,449.021,802.804,413.712,968.489,451.737,4.25881,584.828,161.795,592.977,395.383,584.828,669.713,582.112,906.018,571.248,1115.16,557.667,454.907,516.284,571.814,508.313,411.68,875.455,518.674,784.64,672.429,859.159,360.073,1111.76,542.055,1049.29,740.333,1092.75,544.771,1095.46,544.771,1106.33,544.771,1157.93,552.919,1445.85,-1,-1,-1,-1
HAPPY,116.099,512.951,249.68,421.114,455.617,443.378,700.515,429.463,867.491,401.634,1020.55,485.122,21.4796,613.136,194.021,615.919,430.571,599.222,711.647,604.788,937.064,599.222,1117.95,590.873,493.553,528.992,635.113,520.825,433.353,871.949,586.112,801.224,736.693,871.949,319.253,1083.45,589.198,1011.1,845.227,1061.19,591.981,1061.19,589.198,1172.51,586.415,1228.16,591.981,1486.98,-1,-1,-1,-1
FEAR,121.699,409.309,256.949,336.274,449.005,341.684,649.175,347.094,833.116,344.389,962.956,395.784,18.9082,525.624,181.209,528.329,408.429,512.099,684.34,514.804,911.561,512.099,1087.39,503.984,467.179,429.491,591.545,429.491,432.775,777.19,549.208,686.162,681.635,766.37,357.034,1061.22,557.205,936.786,754.671,1058.51,557.205,990.886,557.205,1126.14,559.91,1185.65,565.32,1437.21,-1,-1,-1,-1
SURPRISE,108.318,476.656,264.006,372.864,451.409,418.994,705.123,395.929,889.643,346.916,1030.92,427.643,18.9416,606.396,197.695,600.63,431.227,589.097,719.539,591.981,947.305,571.799,1134.71,548.734,499.172,508.569,628.907,500.108,462.942,886.058,583.781,793.422,725.305,874.526,408.162,1183.02,601.331,1038.86,782.968,1171.49,601.331,1087.88,612.864,1269.51,615.747,1364.66,621.513,1540.53,-1,-1,-1,-1
HAPPY,60.9562,361.951,203.129,311.357,421.529,365.707,586.792,369.463,826.843,274.271,988.68,290.588,-1,-1,128.564,493.41,398.993,485.898,650.643,467.118,943.609,452.094,-1,-1,466.601,527.214,583.036,523.458,402.749,771.351,522.94,692.476,676.935,760.084,282.558,940.37,545.476,914.078,830.93,929.102,549.232,951.638,549.232,1038.03,556.744,1094.36,564.256,1353.53,-1,-1,-1,-1
HAPPY,130.722,349.361,208.863,246.356,510.774,320.946,652.849,299.634,937.0,207.285,1018.69,313.842,-1,-1,194.656,416.847,461.047,416.847,688.368,399.087,990.278,381.328,-1,-1,532.085,431.054,642.193,427.502,429.08,686.79,585.363,651.271,755.854,679.686,333.179,878.592,606.675,850.177,844.651,828.866,606.675,892.8,606.675,999.356,592.467,1088.15,627.986,1283.51,-1,-1,-1,-1
DISGUST,132.713,422.812,262.509,378.563,454.253,369.713,710.895,363.814,896.739,366.763,1023.59,416.912,8.81725,526.058,200.561,531.958,424.754,540.808,722.695,531.958,949.838,511.309,1103.23,499.509,519.151,493.609,634.198,493.609,415.904,874.147,598.799,841.699,766.943,880.047,333.307,1148.49,601.749,1065.89,817.092,1166.19,601.749,1101.29,601.749,1139.64,601.749,1163.24,601.749,1520.18,-1,-1,-1,-1
SURPRISE,117.786,411.786,251.5,344.929,452.071,332.194,719.5,341.745,920.071,316.276,1044.23,395.867,28.6429,545.5,213.296,551.867,439.337,570.969,735.418,564.602,961.459,551.867,1120.64,526.398,534.847,500.929,639.908,497.745,432.969,911.622,611.255,851.133,773.622,911.622,394.765,1194.97,601.704,1096.28,776.806,1198.15,601.704,1128.11,604.888,1245.91,601.704,1328.68,595.337,1666.15,-1,-1,-1,-1
SADNESS,117.468,434.305,241.699,359.767,459.791,326.639,647.517,318.357,865.609,337.682,1003.64,406.699,23.6058,558.535,208.571,553.014,423.903,550.253,719.294,530.929,937.387,511.604,1111.31,506.083,517.765,478.476,617.149,470.194,423.903,889.815,606.107,831.841,785.55,876.012,404.578,1118.95,611.628,1047.17,826.96,1110.67,614.389,1066.5,614.389,1080.3,614.389,1121.71,611.628,1472.32,-1,-1,-1,-1
FEAR,139.237,379.237,249.04,312.135,428.995,287.734,718.754,284.684,929.211,293.834,1029.86,351.786,35.5334,528.691,212.439,516.491,441.196,525.641,737.055,516.491,974.962,492.09,1130.52,489.04,532.699,449.389,645.552,446.339,444.246,870.301,627.251,803.199,782.806,867.251,410.695,1166.16,621.151,1065.51,816.357,1160.06,621.151,1102.11,627.251,1166.16,630.301,1251.56,627.251,1611.47,-1,-1,-1,-1
HAPPY,91.7653,500.01,244.827,417.357,471.357,447.969,658.092,432.663,878.5,377.561,1037.68,447.969,30.5408,610.214,201.969,597.969,416.255,594.908,725.439,573.48,930.541,552.051,1111.15,527.561,517.276,558.173,630.541,548.99,425.439,888.786,593.806,870.418,771.357,864.296,348.908,1106.13,606.051,1069.4,863.194,1100.01,609.112,1087.77,630.541,1250.01,630.541,1292.87,639.724,1623.48,-1,-1,-1,-1
ANGER,144.841,435.224,289.609,403.999,482.634,440.901,706.882,423.869,905.583,375.613,1056.03,401.16,34.1364,514.704,212.968,537.413,451.409,554.444,743.784,531.736,976.548,491.995,1146.86,452.255,530.89,506.188,658.626,506.188,448.571,900.752,627.402,869.528,800.556,880.882,462.763,1099.45,638.756,1073.91,786.363,1085.26,638.756,1090.94,638.756,1105.13,638.756,1116.49,647.272,1513.89,-1,-1,-1,-1
HAPPY,126.53,249.381,216.307,186.537,377.907,231.426,623.3,216.463,775.922,165.589,862.707,201.5,-1,-1,183.389,360.107,389.878,354.122,626.293,345.144,829.789,333.174,-1,-1,452.722,306.241,566.441,306.241,380.9,626.448,512.574,626.448,644.248,608.493,273.167,797.026,533.522,761.115,802.856,770.093,530.53,797.026,530.53,925.707,530.53,973.589,536.515,1183.07,39.7444,773.085,1048.25,716.226
FEAR,74.923,483.246,226.003,390.274,441.001,422.233,597.891,428.044,815.795,396.084,993.023,465.814,8.09926,558.786,176.611,555.88,403.231,579.123,638.567,584.934,873.903,570.407,1088.9,564.596,451.868,495.447,568.395,495.447,359.65,849.324,502.014,782.5,655.999,843.513,284.11,1148.58,493.298,1049.79,717.012,1128.24,493.298,1093.38,464.244,1145.67,461.339,1215.4,533.973,1537.9,-1,-1,-1,-1
DISGUST,77.667,465.068,248.851,415.788,451.159,446.912,604.186,441.724,811.682,408.006,993.24,449.506,7.63729,527.316,189.196,535.097,404.472,537.691,656.06,529.91,884.305,527.316,1086.61,524.723,471.235,482.838,577.798,482.838,375.942,822.997,531.563,776.311,684.591,820.404,290.35,1043.46,531.563,1012.34,790.932,1030.49,536.75,1051.24,536.75,1066.8,536.75,1097.93,547.125,1378.05,-1,-1,-1,-1
SADNESS,66.6132,474.396,244.865,410.545,457.704,434.489,617.333,437.149,859.437,421.186,1005.76,474.396,10.743,556.871,173.032,551.55,420.457,546.229,635.956,556.871,888.702,562.192,1088.24,554.211,470.026,487.476,576.73,492.681,361.927,814.938,521.556,769.71,683.845,820.259,263.489,1025.12,518.895,987.869,798.246,1019.79,518.895,1009.15,518.895,1022.46,518.895,1041.08,513.574,1402.9,-1,-1,-1,-1
SURPRISE,79.8878,496.949,245.194,362.255,459.48,414.296,646.214,414.296,863.561,365.316,1022.74,484.704,9.47959,579.602,202.337,576.541,428.867,582.663,673.765,591.847,906.418,576.541,1093.15,564.296,479.647,504.083,602.424,495.099,389.071,839.806,545.194,787.765,692.133,842.867,330.908,1170.42,536.01,1029.6,753.357,1161.23,539.071,1069.4,539.071,1216.34,539.071,1286.74,542.133,1626.54,-1,-1,-1,-1
ANGER,77.0269,487.047,245.428,421.86,465.435,449.021,617.539,449.021,821.25,424.576,1011.38,468.034,14.5557,546.802,180.24,541.37,421.977,538.654,669.146,544.086,900.018,549.519,1095.58,546.802,475.476,495.028,579.099,487.057,392.099,826.565,530.622,769.526,680.01,821.133,335.06,1076.45,530.622,1000.4,742.481,1076.45,530.622,1054.72,530.622,1071.02,530.622,1095.46,533.339,1426.83,-1,-1,-1,-1
HAPPY,79.8377,480.407,237.83,391.71,456.802,422.199,645.285,433.287,847.626,422.199,1002.85,480.407,7.77087,555.246,185.166,558.018,423.541,563.561,664.687,577.42,914.149,582.964,1083.23,577.42,477.714,475.357,610.574,483.491,370.877,810.251,542.728,785.305,706.264,813.023,251.689,1018.14,531.641,979.331,842.083,1018.14,534.413,1032.0,531.641,1098.52,528.869,1159.5,517.782,1433.91,-1,-1,-1,-1
HAPPY,126.133,558.097,259.586,455.147,454.047,466.586,755.27,493.277,957.356,470.399,1079.37,565.723,-1,-1,225.27,619.104,480.737,626.73,724.766,634.356,987.86,641.982,-1,-1,568.435,722.054,644.694,718.241,454.047,927.953,587.5,992.773,755.27,950.831,335.845,1122.41,602.752,1133.85,846.781,1133.85,598.939,1152.92,595.126,1263.49,595.126,1320.69,598.939,1534.21,-1,-1,-1,-1
ANGER,98.0252,412.27,230.759,363.709,421.766,421.982,664.572,412.27,836.155,363.709,981.838,396.083,-1,-1,182.198,512.629,431.478,512.629,667.809,502.917,923.565,473.781,-1,-1,509.176,570.903,625.723,570.903,425.004,820.183,567.45,765.147,713.133,807.234,444.428,1056.51,583.637,1033.85,735.795,1033.85,590.112,1056.51,590.112,1072.7,593.349,1095.36,593.349,1299.32,-1,-1,-1,-1
HAPPY,101.147,465.169,234.673,358.349,434.96,415.097,718.701,415.097,905.637,341.658,1052.51,415.097,-1,-1,191.277,538.608,461.665,521.917,698.673,515.241,949.032,511.903,-1,-1,545.119,575.327,641.924,578.665,448.313,775.615,595.191,768.939,758.759,795.644,361.522,1005.95,605.205,955.874,845.55,989.255,601.867,992.594,605.205,1056.02,611.881,1106.09,591.853,1326.41,-1,-1,-1,-1
SURPRISE,84.5791,436.637,265.097,333.989,431.457,390.622,714.622,387.083,891.601,302.133,1047.34,376.464,-1,-1,201.385,546.363,466.853,546.363,707.543,539.284,951.773,514.507,-1,-1,544.723,606.536,650.91,599.457,456.234,822.45,619.054,783.514,757.097,840.147,417.299,1095.0,626.133,1013.59,806.651,1073.76,622.594,1052.52,615.514,1133.93,608.435,1197.64,604.896,1431.26,-1,-1,-1,-1
FEAR,101.953,457.054,243.536,374.176,430.011,398.349,675.191,415.615,840.946,350.004,1006.7,391.442,-1,-1,205.55,522.665,426.558,526.119,678.644,508.853,923.824,477.773,-1,-1,519.795,546.838,619.939,543.385,447.277,819.644,588.86,757.486,737.349,816.191,423.104,1102.81,602.673,995.759,778.788,1089.0,602.673,1033.74,606.126,1137.34,602.673,1185.69,592.313,1392.88,-1,-1,-1,-1
SADNESS,89.3705,471.464,206.953,376.745,409.457,406.14,677.284,415.939,843.86,370.212,997.371,425.737,-1,-1,174.291,549.853,429.054,526.989,667.486,513.924,912.45,504.126,-1,-1,513.975,569.45,608.694,566.183,432.32,830.745,576.032,752.356,726.277,814.414,380.061,1049.58,582.565,1000.59,785.068,1036.51,592.363,1029.98,595.629,1043.05,595.629,1098.57,582.565,1310.87,-1,-1,-1,-1
DISGUST,70.4065,441.299,179.615,368.493,388.104,424.752,652.853,428.061,838.176,368.493,973.86,404.896,-1,-1,166.378,527.342,414.579,527.342,649.543,514.104,894.435,490.939,-1,-1,487.385,573.673,583.356,567.054,404.651,792.09,546.953,805.327,699.183,795.399,345.083,1050.22,546.953,980.723,785.227,1040.29,546.953,1017.13,553.572,1060.15,553.572,1109.79,566.809,1314.97,-1,-1,-1,-1
